Type,Virus Family,SHA-256,Benign Tasks,Duration,No. of Commands,Read Traffic,Write Traffic,Disk Size,Victim Data,Source,OS,Recording_Index
Benign,,,"Compress_using_7z_sw, Do_git_repository, Encrypt_using_aescrypt",503,778441,10,11,512GB,Set 5,In-house,Windows,10616
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",510,285296,20,19,512GB,Set 5,In-house,Windows,10617
Benign,,,"Anaconda_package, Do_git_repository, Install_package",503,1532768,37,42,512GB,Set 5,In-house,Windows,10618
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Get_and_install_apps",506,558856,2,3,512GB,Set 5,In-house,Windows,10619
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,855319,37,35,512GB,Set 5,In-house,Windows,10620
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Get_and_install_apps",504,745566,44,41,512GB,Set 5,In-house,Windows,10621
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",502,594355,29,25,512GB,Set 5,In-house,Windows,10622
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",503,1144188,40,58,512GB,Set 5,In-house,Windows,10623
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,1076299,41,32,512GB,Set 5,In-house,Windows,10624
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package",504,330416,2,1,512GB,Set 5,In-house,Windows,10625
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, Get_and_install_apps",503,789066,31,33,512GB,Set 5,In-house,Windows,10626
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",502,942361,30,26,512GB,Set 5,In-house,Windows,10627
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",503,996203,36,37,512GB,Set 5,In-house,Windows,10628
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps",504,174805,7,5,512GB,Set 5,In-house,Windows,10629
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,1304145,40,43,512GB,Set 5,In-house,Windows,10630
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Get_and_install_apps",503,1135340,35,34,512GB,Set 5,In-house,Windows,10631
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",501,1084316,32,28,512GB,Set 5,In-house,Windows,10632
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe",503,845713,11,51,512GB,Set 5,In-house,Windows,10633
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe",501,1127613,39,44,512GB,Set 5,In-house,Windows,10634
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps",503,211397,14,14,512GB,Set 5,In-house,Windows,10635
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, Install_package",501,639533,13,12,512GB,Set 5,In-house,Windows,10636
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",502,1193976,60,53,512GB,Set 5,In-house,Windows,10637
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe",509,496153,2,15,512GB,Set 5,In-house,Windows,10638
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",503,1044205,41,42,512GB,Set 5,In-house,Windows,10639
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",502,680583,31,26,512GB,Set 5,In-house,Windows,10640
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",503,434284,2,59,512GB,Set 5,In-house,Windows,10641
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps",501,350058,15,12,512GB,Set 5,In-house,Windows,10642
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",503,1191838,37,38,512GB,Set 5,In-house,Windows,10643
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",503,1953823,17,32,512GB,Set 5,In-house,Windows,10644
Benign,,,"Anaconda_package, Do_git_repository, Encrypt_using_aescrypt",503,1633406,7,8,512GB,Set 5,In-house,Windows,10645
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps",504,330195,10,13,512GB,Set 5,In-house,Windows,10646
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe",504,745147,48,68,512GB,Set 5,In-house,Windows,10647
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository",503,2019204,19,23,512GB,Set 5,In-house,Windows,10648
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",502,1337213,39,40,512GB,Set 5,In-house,Windows,10649
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Get_and_install_apps",501,2005483,8,10,512GB,Set 5,In-house,Windows,10650
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",503,1044381,47,46,512GB,Set 5,In-house,Windows,10651
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe",503,580493,33,46,512GB,Set 5,In-house,Windows,10652
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",503,1017786,32,33,512GB,Set 5,In-house,Windows,10653
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe",501,673780,7,26,512GB,Set 5,In-house,Windows,10654
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,2163749,17,22,512GB,Set 5,In-house,Windows,10655
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",504,222964,2,22,512GB,Set 5,In-house,Windows,10656
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",502,937087,12,69,512GB,Set 5,In-house,Windows,10657
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,1031759,41,42,512GB,Set 5,In-house,Windows,10658
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",505,310755,5,3,512GB,Set 5,In-house,Windows,10659
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps",503,892238,18,17,512GB,Set 5,In-house,Windows,10660
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",504,1036104,32,34,512GB,Set 5,In-house,Windows,10661
Benign,,,"Cmake_from_source, Do_git_repository, Get_and_install_apps",504,618265,33,32,512GB,Set 5,In-house,Windows,10662
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",504,1024866,29,30,512GB,Set 5,In-house,Windows,10663
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Get_and_install_apps",504,668114,40,37,512GB,Set 5,In-house,Windows,10664
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",504,747537,50,41,512GB,Set 5,In-house,Windows,10665
Benign,,,"Cmake_from_source, Get_and_install_apps, Install_package",503,497275,31,31,512GB,Set 5,In-house,Windows,10666
Benign,,,"Anaconda_package, Cmake_from_source, Get_and_install_apps",502,557782,31,31,512GB,Set 5,In-house,Windows,10667
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe",503,777698,9,38,512GB,Set 5,In-house,Windows,10668
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",501,1044121,36,30,512GB,Set 5,In-house,Windows,10669
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",502,854126,36,29,512GB,Set 5,In-house,Windows,10670
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",502,1564968,7,6,512GB,Set 5,In-house,Windows,10671
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package",505,347332,2,1,512GB,Set 5,In-house,Windows,10672
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Get_and_install_apps",503,1162965,5,7,512GB,Set 5,In-house,Windows,10673
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps",503,172232,6,4,512GB,Set 5,In-house,Windows,10674
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",504,811663,13,11,512GB,Set 5,In-house,Windows,10675
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",503,1388922,38,51,512GB,Set 5,In-house,Windows,10676
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe",502,1076626,39,39,512GB,Set 5,In-house,Windows,10677
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package",502,1611130,7,7,512GB,Set 5,In-house,Windows,10678
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Get_and_install_apps",502,1696469,9,9,512GB,Set 5,In-house,Windows,10679
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",505,601956,2,3,512GB,Set 5,In-house,Windows,10680
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, Get_and_install_apps",503,1415716,36,31,512GB,Set 5,In-house,Windows,10681
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",502,375295,14,11,512GB,Set 5,In-house,Windows,10682
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe",503,863068,30,81,512GB,Set 5,In-house,Windows,10683
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",503,1942761,8,9,512GB,Set 5,In-house,Windows,10684
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe",502,970464,33,45,512GB,Set 5,In-house,Windows,10685
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",501,1018127,37,38,512GB,Set 5,In-house,Windows,10686
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",501,1233619,40,43,512GB,Set 5,In-house,Windows,10687
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",503,1139589,39,42,512GB,Set 5,In-house,Windows,10688
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",503,964955,33,35,512GB,Set 5,In-house,Windows,10689
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",504,625229,2,4,512GB,Set 5,In-house,Windows,10690
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe",503,1024646,45,108,512GB,Set 5,In-house,Windows,10691
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",503,934265,3,73,512GB,Set 5,In-house,Windows,10692
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",502,1241052,40,45,512GB,Set 5,In-house,Windows,10693
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",502,1131424,47,50,512GB,Set 5,In-house,Windows,10694
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",502,619630,18,17,512GB,Set 5,In-house,Windows,10695
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe",503,1058918,39,54,512GB,Set 5,In-house,Windows,10696
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",502,1070843,39,42,512GB,Set 5,In-house,Windows,10697
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Install_package",503,201175,13,11,512GB,Set 5,In-house,Windows,10698
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package",503,1262395,39,42,512GB,Set 5,In-house,Windows,10699
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",502,673345,11,16,512GB,Set 5,In-house,Windows,10700
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,732960,17,14,512GB,Set 5,In-house,Windows,10701
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",505,737648,25,26,512GB,Set 5,In-house,Windows,10702
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",502,749445,25,31,512GB,Set 5,In-house,Windows,10703
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe",503,1005688,34,46,512GB,Set 5,In-house,Windows,10704
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw",503,178263,9,14,512GB,Set 5,In-house,Windows,10705
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",504,424781,27,26,512GB,Set 5,In-house,Windows,10706
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, User_files_wipe",503,1228864,30,52,512GB,Set 5,In-house,Windows,10707
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,729216,22,22,512GB,Set 5,In-house,Windows,10708
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",504,713272,24,24,512GB,Set 5,In-house,Windows,10709
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe",502,1179356,33,52,512GB,Set 5,In-house,Windows,10710
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, Get_and_install_apps",509,749792,27,31,512GB,Set 5,In-house,Windows,10711
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",502,1254711,33,51,512GB,Set 5,In-house,Windows,10712
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",503,1073045,27,34,512GB,Set 5,In-house,Windows,10713
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",504,693553,12,11,512GB,Set 5,In-house,Windows,10714
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Install_package",505,642353,14,17,512GB,Set 5,In-house,Windows,10715
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",504,713514,17,15,512GB,Set 5,In-house,Windows,10716
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",504,1251153,43,43,512GB,Set 5,In-house,Windows,10717
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",503,1300281,20,21,512GB,Set 5,In-house,Windows,10718
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package",504,642414,29,28,512GB,Set 5,In-house,Windows,10719
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe",501,712039,2,106,512GB,Set 5,In-house,Windows,10720
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",502,1012531,30,30,512GB,Set 5,In-house,Windows,10721
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe",502,574880,19,58,512GB,Set 5,In-house,Windows,10722
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",501,1200917,33,34,512GB,Set 5,In-house,Windows,10723
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",503,827358,27,27,512GB,Set 5,In-house,Windows,10724
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",503,830231,37,37,512GB,Set 5,In-house,Windows,10725
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",502,843456,38,37,512GB,Set 5,In-house,Windows,10726
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe",504,246692,14,25,512GB,Set 5,In-house,Windows,10727
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",503,1023756,41,40,512GB,Set 5,In-house,Windows,10728
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe",502,530807,11,73,512GB,Set 5,In-house,Windows,10729
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw",502,699514,13,17,512GB,Set 5,In-house,Windows,10730
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe",502,681398,48,114,512GB,Set 5,In-house,Windows,10731
Benign,,,"Anaconda_package, Compress_using_7z_sw, Encrypt_using_aescrypt",504,725588,17,15,512GB,Set 5,In-house,Windows,10732
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw",503,211042,7,11,512GB,Set 5,In-house,Windows,10733
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",503,884864,40,41,512GB,Set 5,In-house,Windows,10734
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",503,271811,11,17,512GB,Set 5,In-house,Windows,10735
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Compress_using_7z_sw",502,274604,12,17,512GB,Set 5,In-house,Windows,10736
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe",503,741979,12,37,512GB,Set 5,In-house,Windows,10737
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",502,2172967,9,8,512GB,Set 5,In-house,Windows,10738
Benign,,,"Compress_using_7z_sw, Do_git_repository, Encrypt_using_aescrypt",503,680774,9,12,512GB,Set 5,In-house,Windows,10739
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe",503,712345,10,21,512GB,Set 5,In-house,Windows,10740
Benign,,,"Cmake_from_source, Compress_using_7z_sw, User_files_wipe",507,511114,34,39,512GB,Set 5,In-house,Windows,10741
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Get_and_install_apps",502,2256399,10,10,512GB,Set 5,In-house,Windows,10742
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe",503,810089,31,35,512GB,Set 5,In-house,Windows,10743
Benign,,,"Anaconda_package, Cmake_from_source, Compress_using_7z_sw",502,849229,37,40,512GB,Set 5,In-house,Windows,10744
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe",504,784429,29,35,512GB,Set 5,In-house,Windows,10745
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package",503,1903630,23,28,512GB,Set 5,In-house,Windows,10746
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe",504,631280,8,16,512GB,Set 5,In-house,Windows,10747
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",503,959715,18,25,512GB,Set 5,In-house,Windows,10748
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",503,645827,3,82,512GB,Set 5,In-house,Windows,10749
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe",507,680398,20,29,512GB,Set 5,In-house,Windows,10750
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps",502,712132,13,20,512GB,Set 5,In-house,Windows,10751
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",502,686006,38,29,512GB,Set 5,In-house,Windows,10752
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Encrypt_using_aescrypt",503,684719,11,17,512GB,Set 5,In-house,Windows,10753
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",505,516816,23,20,512GB,Set 5,In-house,Windows,10754
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",503,581226,31,26,512GB,Set 5,In-house,Windows,10755
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",507,701099,14,15,512GB,Set 5,In-house,Windows,10756
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, Get_and_install_apps",503,632509,25,22,512GB,Set 5,In-house,Windows,10757
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package",521,1876607,24,29,512GB,Set 5,In-house,Windows,10758
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, Install_package",503,1065890,16,15,512GB,Set 5,In-house,Windows,10759
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe",502,827842,13,48,512GB,Set 5,In-house,Windows,10760
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe",502,658833,13,39,512GB,Set 5,In-house,Windows,10761
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",503,748103,48,40,512GB,Set 5,In-house,Windows,10762
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps",502,913634,37,30,512GB,Set 5,In-house,Windows,10763
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",502,946496,28,31,512GB,Set 5,In-house,Windows,10764
